time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.827455,-0.0342,-0.5817,-0.3561,0.683
0.833007,-0.0644,-0.5860,-0.3293,0.675
0.837863,-0.0901,-0.5683,-0.2886,0.644
0.842020,-0.1180,-0.5240,-0.2362,0.587
0.846818,-0.1004,-0.4844,-0.2247,0.543
0.852881,-0.1016,-0.4422,-0.1919,0.493
0.857544,-0.0712,-0.4117,-0.1784,0.454
0.862701,-0.0353,-0.3643,-0.1722,0.405
0.870667,-0.0009,-0.3192,-0.1589,0.357
0.871813,0.0345,-0.2928,-0.1647,0.338
0.876787,0.0660,-0.2518,-0.1444,0.298
0.881318,0.0982,-0.2081,-0.1100,0.255
0.886721,0.1353,-0.1786,-0.0332,0.227
0.891229,0.1203,-0.2392,-0.0211,0.269
0.896192,0.1128,-0.2016,0.0265,0.232
0.901212,0.1292,-0.1260,0.1069,0.210
0.906158,0.1356,-0.0772,0.1914,0.247
0.911342,0.1201,0.0421,0.2705,0.299
0.916498,0.1209,0.1315,0.3347,0.379
0.921046,0.1163,0.2243,0.3343,0.419
0.926302,0.1114,0.2516,0.3433,0.440
0.931183,0.0945,0.1761,0.3048,0.365
0.935815,0.0541,0.0512,0.2500,0.261
0.942025,0.0476,-0.0062,0.2147,0.220
0.946293,0.0674,-0.0343,0.1583,0.175
0.950938,0.0445,-0.0665,0.1047,0.132
0.955574,0.0192,-0.0697,0.0326,0.079
0.961505,0.0082,-0.0701,-0.0152,0.072
0.966342,-0.0055,-0.1246,-0.0578,0.137
0.971543,0.0042,-0.1376,-0.1166,0.180
0.975472,0.0108,-0.2210,-0.1251,0.254
0.980299,0.0475,-0.2957,-0.1596,0.339
0.985485,0.0550,-0.4472,-0.1605,0.478
0.991489,0.1048,-0.4262,-0.1020,0.451
0.995438,0.1228,-0.4006,-0.0061,0.419
0.999993,0.1736,-0.3994,0.0820,0.443
1.005226,0.2167,-0.3302,0.1835,0.436
1.010026,0.2406,-0.2532,0.2890,0.453
1.015076,0.2600,-0.1449,0.3555,0.464
1.020008,0.2512,-0.0058,0.3930,0.466
1.024798,0.2387,0.1473,0.4158,0.502
1.029908,0.2369,0.3025,0.4052,0.558
1.035377,0.2339,0.4386,0.3827,0.627
1.039843,0.2275,0.5939,0.3366,0.720
1.044709,0.2223,0.7188,0.2933,0.808
1.050258,0.2276,0.9086,0.2385,0.966
1.054525,0.2170,1.0370,0.1745,1.074
1.059719,0.2189,1.0884,0.1088,1.116
1.064519,0.2209,1.0590,0.0745,1.084
1.069291,0.2320,0.9970,0.0690,1.026
1.077755,0.2376,0.8862,0.0706,0.920
1.080106,0.2519,0.8029,0.0604,0.844
1.084141,0.2750,0.7561,0.0527,0.806
1.088962,0.2765,0.6909,0.0213,0.744
1.094110,0.2543,0.6214,-0.0003,0.671
1.099448,0.2161,0.5169,-0.0479,0.562
1.104468,0.1551,0.4226,-0.0784,0.457
1.109026,0.0950,0.3241,-0.0874,0.349
1.113715,0.0428,0.2261,-0.0938,0.249
1.119138,-0.0398,0.1332,-0.1003,0.171
1.124234,-0.0960,-0.0045,-0.1090,0.145
1.128739,-0.1618,-0.0940,-0.1082,0.216
1.133721,-0.1996,-0.2546,-0.1358,0.351
1.139347,-0.2360,-0.3717,-0.1798,0.476
1.144672,-0.2734,-0.4790,-0.2045,0.588
1.149356,-0.2975,-0.5479,-0.2385,0.668
1.153706,-0.3343,-0.6163,-0.2911,0.759
1.163659,-0.3617,-0.6957,-0.3196,0.847
1.164217,-0.4272,-0.7406,-0.2766,0.899
1.171480,-0.4350,-0.8037,-0.2411,0.945
1.173041,-0.4401,-0.8563,-0.1916,0.982
1.177898,-0.3951,-0.8347,-0.1283,0.932
1.183471,-0.3574,-0.7942,-0.0252,0.871
1.188118,-0.2940,-0.7468,0.0320,0.803
1.193433,-0.2335,-0.6473,0.0697,0.692
1.198785,-0.1875,-0.5717,0.0334,0.603
1.203071,-0.1392,-0.4459,0.0189,0.468
1.207671,-0.1194,-0.3298,-0.0003,0.351
1.213320,-0.0898,-0.1638,-0.0074,0.187
1.218143,-0.0884,-0.0289,-0.0192,0.095
1.222380,-0.0863,0.0583,-0.0594,0.120
1.228240,-0.1075,0.1409,-0.0398,0.182
1.232968,-0.1592,0.2089,-0.0395,0.266
1.237512,-0.1943,0.2978,-0.0177,0.356
1.242469,-0.1971,0.3910,0.0181,0.438
1.248126,-0.1965,0.3625,0.0465,0.415
1.252373,-0.1612,0.2654,0.0770,0.320
1.257461,-0.1150,0.1830,0.1286,0.252
1.262198,-0.1147,0.1127,0.1750,0.238
1.269955,-0.1241,0.0495,0.1736,0.219
1.272033,-0.1385,-0.0113,0.1674,0.218
1.277360,-0.1599,-0.0386,0.1161,0.201
1.282360,-0.1740,-0.0657,0.0416,0.191
1.287536,-0.1453,-0.0422,-0.0158,0.152
1.292436,-0.1029,-0.0418,-0.0465,0.120
1.296534,-0.0894,-0.0215,-0.1149,0.147
1.301692,-0.0669,0.0018,-0.1210,0.138
1.307073,-0.0237,0.0090,-0.1390,0.141
1.311615,0.0051,0.0095,-0.1782,0.178
1.317397,0.0063,-0.0259,-0.2312,0.233
1.321303,0.0332,-0.0805,-0.2625,0.277
1.326219,0.0522,-0.1184,-0.2032,0.241
1.332452,0.0438,-0.1421,-0.0590,0.160
1.336495,0.0621,-0.1235,0.0887,0.164
1.341515,0.0542,-0.0966,0.2068,0.235
1.346274,0.0341,-0.1018,0.2668,0.288
1.351844,-0.0051,-0.0864,0.2528,0.267
1.356950,-0.0580,-0.0526,0.2317,0.245
1.361227,-0.0886,-0.0125,0.1823,0.203
1.365759,-0.1041,0.0313,0.1618,0.195
1.371063,-0.1092,0.0745,0.1201,0.179
1.381826,-0.0876,0.1340,0.0859,0.182
1.382251,-0.1066,0.1956,0.0782,0.236
1.385647,-0.0974,0.2263,0.0752,0.258
1.390647,-0.0706,0.2784,0.0817,0.299
1.395400,-0.0622,0.3185,0.0977,0.339
1.400380,-0.0369,0.3086,0.1040,0.328
1.405558,-0.0712,0.3555,0.1459,0.391
1.410302,-0.0937,0.4210,0.1565,0.459
1.415213,-0.0998,0.4597,0.1574,0.496
1.420373,-0.0605,0.4149,0.1180,0.436
1.424970,0.0147,0.3705,0.1027,0.385
1.430171,0.0791,0.2886,0.0946,0.314
1.435535,0.1477,0.2001,0.0628,0.257
1.440015,0.1572,0.1218,0.0646,0.209
1.444845,0.2179,0.0437,0.0783,0.236
1.449950,0.2467,-0.0677,0.0514,0.261
1.454869,0.2536,-0.1313,0.0605,0.292
1.460016,0.2481,-0.1547,0.0433,0.296
1.464696,0.2064,-0.1595,0.0168,0.261
1.469867,0.1524,-0.1222,0.0095,0.196
1.477434,0.0904,-0.0382,0.0402,0.106
1.479938,0.0559,0.0021,0.0565,0.080
1.484364,0.0792,0.0040,0.0488,0.093
1.489334,0.1168,-0.0223,0.0484,0.128
1.494376,0.1539,-0.0268,0.0575,0.166
1.499427,0.1259,-0.0002,0.0427,0.133
1.504414,0.0544,-0.0402,0.0067,0.068
1.509555,-0.0557,-0.0604,-0.0479,0.095
1.514109,-0.1376,-0.0722,-0.1212,0.197
1.519136,-0.1299,-0.1182,-0.1225,0.214
1.524210,-0.0333,-0.2460,-0.0930,0.265
1.529204,0.0376,-0.3483,-0.0282,0.351
1.533785,0.0717,-0.4354,0.0219,0.442
1.539054,0.0528,-0.4913,0.0645,0.498
1.544222,-0.0063,-0.4572,0.0924,0.467
1.548701,-0.0314,-0.4078,0.1130,0.424
1.553966,-0.0322,-0.4048,0.1215,0.424
1.561824,-0.0063,-0.3361,0.1205,0.357
1.564666,0.0343,-0.2401,0.1005,0.263
1.570944,0.0989,-0.1858,0.1020,0.234
1.575813,0.1447,-0.0966,0.0845,0.193
1.578316,0.1696,0.0131,0.0838,0.190
1.583666,0.2165,0.0839,0.0973,0.252
